Дата;"Доллар США-Молдавский лей"
03.02.2016;20.2661
04.02.2016;20.2485
05.02.2016;20.2783
06.02.2016;20.2783
07.02.2016;20.2783
08.02.2016;20.2531
09.02.2016;20.1934
10.02.2016;20.0794
11.02.2016;19.9238
12.02.2016;19.891
13.02.2016;19.891
14.02.2016;19.891
15.02.2016;19.8589
16.02.2016;19.8816
17.02.2016;19.9175
18.02.2016;19.9749
19.02.2016;20.0569
20.02.2016;20.0569
21.02.2016;20.0569
22.02.2016;20.1189
23.02.2016;20.1014
24.02.2016;20.0748
25.02.2016;20.0534
26.02.2016;20.0458
27.02.2016;20.0458
28.02.2016;20.0458
29.02.2016;20.0532
01.03.2016;20.0328
02.03.2016;20.0006
03.03.2016;19.9707
04.03.2016;19.9471
05.03.2016;19.9471
06.03.2016;19.9471
07.03.2016;19.9471
08.03.2016;19.9471
09.03.2016;19.9426
10.03.2016;19.9243
11.03.2016;19.9288
12.03.2016;19.9057
13.03.2016;19.9057
14.03.2016;19.8503
15.03.2016;19.8548
16.03.2016;19.8549
17.03.2016;19.8542
18.03.2016;19.8502
19.03.2016;19.8502
20.03.2016;19.8502
21.03.2016;19.7787
22.03.2016;19.742
23.03.2016;19.6821
24.03.2016;19.6313
25.03.2016;19.5849
26.03.2016;19.5849
27.03.2016;19.5849
28.03.2016;19.565
29.03.2016;19.5883
30.03.2016;19.5999
31.03.2016;19.6412
01.04.2016;19.6343
02.04.2016;19.6343
03.04.2016;19.6343
04.04.2016;19.6136
05.04.2016;19.608
06.04.2016;19.6126
07.04.2016;19.634
08.04.2016;19.6457
09.04.2016;19.6457
10.04.2016;19.6457
11.04.2016;19.6577
12.04.2016;19.682
13.04.2016;19.7066
14.04.2016;19.7218
15.04.2016;19.7129
16.04.2016;19.7129
17.04.2016;19.7129
18.04.2016;19.7483
19.04.2016;19.7554
20.04.2016;19.7707
21.04.2016;19.7421
22.04.2016;19.7595
23.04.2016;19.7595
24.04.2016;19.7595
25.04.2016;19.7676
26.04.2016;19.7781
27.04.2016;19.7853
28.04.2016;19.8015
29.04.2016;19.7777
30.04.2016;19.7777
01.05.2016;19.7777
02.05.2016;19.7777
03.05.2016;19.7896
04.05.2016;19.8011
05.05.2016;19.7969
06.05.2016;19.8129
07.05.2016;19.8129
08.05.2016;19.8129
09.05.2016;19.8129
10.05.2016;19.8189
11.05.2016;19.7871
12.05.2016;19.7939
13.05.2016;19.8108
14.05.2016;19.8108
15.05.2016;19.8108
16.05.2016;19.8101
17.05.2016;19.8015
18.05.2016;19.7942
19.05.2016;19.8072
20.05.2016;19.8262
21.05.2016;19.8262
22.05.2016;19.8262
23.05.2016;19.8537
24.05.2016;19.9066
25.05.2016;19.9544
26.05.2016;19.9992
27.05.2016;20.0583
28.05.2016;20.0583
29.05.2016;20.0583
30.05.2016;20.0541
31.05.2016;20.0088
01.06.2016;20.0088
02.06.2016;19.9238
03.06.2016;19.9042
04.06.2016;19.9042
05.06.2016;19.9042
06.06.2016;19.8655
07.06.2016;19.8194
08.06.2016;19.7778
09.06.2016;19.7599
10.06.2016;19.7591
11.06.2016;19.7591
12.06.2016;19.7591
13.06.2016;19.752
14.06.2016;19.7784
15.06.2016;19.8098
16.06.2016;19.8155
17.06.2016;19.8249
18.06.2016;19.8249
19.06.2016;19.8249
20.06.2016;19.8049
21.06.2016;19.7706
22.06.2016;19.7536
23.06.2016;19.7471
24.06.2016;19.7605
25.06.2016;19.7709
26.06.2016;19.7709
27.06.2016;19.8184
28.06.2016;19.8404
29.06.2016;19.8545
30.06.2016;19.8698
01.07.2016;19.8571
02.07.2016;19.8571
03.07.2016;19.8571
04.07.2016;19.8553
05.07.2016;19.8423
06.07.2016;19.8381
07.07.2016;19.8404
08.07.2016;19.8317
09.07.2016;19.8317
10.07.2016;19.8317
11.07.2016;19.8391
12.07.2016;19.8022
13.07.2016;19.8281
14.07.2016;19.8001
15.07.2016;19.8002
16.07.2016;19.8002
17.07.2016;19.8002
18.07.2016;19.7975
19.07.2016;19.7792
20.07.2016;19.7874
21.07.2016;19.7922
22.07.2016;19.8003
23.07.2016;19.8003
24.07.2016;19.8003
25.07.2016;19.825
26.07.2016;19.7979
27.07.2016;19.8098
28.07.2016;19.7958
29.07.2016;19.7744
30.07.2016;19.7744
31.07.2016;19.7744
01.08.2016;19.783
02.08.2016;19.7796
03.08.2016;19.7906
04.08.2016;19.7926
05.08.2016;19.7647
06.08.2016;19.7647
07.08.2016;19.7647
08.08.2016;19.7797
09.08.2016;19.7543
10.08.2016;19.7873
11.08.2016;19.7567
12.08.2016;19.7725
13.08.2016;19.7725
14.08.2016;19.7725
15.08.2016;19.7648
16.08.2016;19.7685
17.08.2016;19.7605
18.08.2016;19.7559
19.08.2016;19.7627
20.08.2016;19.7627
21.08.2016;19.7627
22.08.2016;19.7688
23.08.2016;19.7703
24.08.2016;19.768
25.08.2016;19.7699
26.08.2016;19.7707
27.08.2016;19.7707
28.08.2016;19.7707
29.08.2016;19.7707
30.08.2016;19.7707
31.08.2016;19.7707
01.09.2016;19.7807
02.09.2016;19.7853
03.09.2016;19.7853
04.09.2016;19.7853
05.09.2016;19.7614
06.09.2016;19.7855
07.09.2016;19.7761
08.09.2016;19.7824
09.09.2016;19.7866
10.09.2016;19.7866
11.09.2016;19.7866
12.09.2016;19.7844
13.09.2016;19.7839
14.09.2016;19.7897
15.09.2016;19.7815
16.09.2016;19.7817
17.09.2016;19.7817
18.09.2016;19.7817
19.09.2016;19.7775
20.09.2016;19.7773
21.09.2016;19.7874
22.09.2016;19.8038
23.09.2016;19.8049
24.09.2016;19.8098
25.09.2016;19.8098
26.09.2016;19.7937
27.09.2016;19.7926
28.09.2016;19.783
29.09.2016;19.7668
30.09.2016;19.7566
01.10.2016;19.7566
02.10.2016;19.7566
03.10.2016;19.768
04.10.2016;19.7683
05.10.2016;19.765
06.10.2016;19.783
07.10.2016;19.7831
08.10.2016;19.7831
09.10.2016;19.7831
10.10.2016;19.7849
11.10.2016;19.7995
12.10.2016;19.8012
13.10.2016;19.8256
14.10.2016;19.8256
15.10.2016;19.8256
16.10.2016;19.8256
17.10.2016;19.8348
18.10.2016;19.8608
19.10.2016;19.911
20.10.2016;19.9944
21.10.2016;20.0156
22.10.2016;20.0006
23.10.2016;20.0006
24.10.2016;20.0006
25.10.2016;20.0115
26.10.2016;20.0142
27.10.2016;20.0297
28.10.2016;20.0334
29.10.2016;20.0334
30.10.2016;20.0334
31.10.2016;20.0443
01.11.2016;20.0677
02.11.2016;20.0478
03.11.2016;20.0377
04.11.2016;19.973
05.11.2016;19.973
06.11.2016;19.973
07.11.2016;19.9236
08.11.2016;19.8719
09.11.2016;19.8371
10.11.2016;19.8075
11.11.2016;19.8284
12.11.2016;19.8284
13.11.2016;19.8284
14.11.2016;19.8829
15.11.2016;19.9764
16.11.2016;20.0589
17.11.2016;20.1506
18.11.2016;20.1783
19.11.2016;20.1783
20.11.2016;20.1783
21.11.2016;20.2059
22.11.2016;20.2027
23.11.2016;20.1909
24.11.2016;20.2188
25.11.2016;20.2495
26.11.2016;20.2495
27.11.2016;20.2495
28.11.2016;20.2766
29.11.2016;20.2747
30.11.2016;20.2805
01.12.2016;20.2684
02.12.2016;20.267
03.12.2016;20.267
04.12.2016;20.267
05.12.2016;20.2546
06.12.2016;20.2266
07.12.2016;20.2098
08.12.2016;20.1714
09.12.2016;20.1319
10.12.2016;20.1319
11.12.2016;20.1319
12.12.2016;20.1178
13.12.2016;20.1156
14.12.2016;20.1251
15.12.2016;20.0991
16.12.2016;20.0967
17.12.2016;20.0967
18.12.2016;20.0967
19.12.2016;20.1277
20.12.2016;20.1548
21.12.2016;20.1949
22.12.2016;20.2334
23.12.2016;20.2362
24.12.2016;20.2362
25.12.2016;20.2362
26.12.2016;20.2049
27.12.2016;20.1166
28.12.2016;20.0697
29.12.2016;20.0427
30.12.2016;19.9814
31.12.2016;19.9814
01.01.2017;19.9814
02.01.2017;20.0001
03.01.2017;20.0789
04.01.2017;20.1158
05.01.2017;20.1309
06.01.2017;20.1866
07.01.2017;20.1866
08.01.2017;20.1866
09.01.2017;20.1848
10.01.2017;20.1825
11.01.2017;20.1555
12.01.2017;20.1476
13.01.2017;20.175
14.01.2017;20.175
15.01.2017;20.175
16.01.2017;20.181
17.01.2017;20.1802
18.01.2017;20.1558
19.01.2017;20.1559
20.01.2017;20.1446
21.01.2017;20.1446
22.01.2017;20.1446
23.01.2017;20.1653
24.01.2017;20.1458
25.01.2017;20.1468
26.01.2017;20.1118
27.01.2017;20.1088
28.01.2017;20.1088
29.01.2017;20.1088
30.01.2017;20.065
31.01.2017;20.0393
01.02.2017;20.0121
02.02.2017;19.9758
03.02.2017;19.9304
04.02.2017;19.9304
05.02.2017;19.9304
06.02.2017;19.9274
07.02.2017;19.9101
08.02.2017;19.8816
09.02.2017;19.8967
10.02.2017;19.9289
11.02.2017;19.9289
12.02.2017;19.9289
13.02.2017;19.9846
14.02.2017;20.0029
15.02.2017;20.0213
16.02.2017;20.0322
17.02.2017;20.0588
18.02.2017;20.0588
19.02.2017;20.0588
20.02.2017;20.0355
21.02.2017;19.9926
22.02.2017;20.0021
23.02.2017;19.9964
24.02.2017;20.0438
25.02.2017;20.0438
26.02.2017;20.0438
27.02.2017;20.0452
28.02.2017;19.999
01.03.2017;19.9815
02.03.2017;19.9565
03.03.2017;19.9175
04.03.2017;19.9175
05.03.2017;19.9175
06.03.2017;19.9134
07.03.2017;19.8773
08.03.2017;19.8773
09.03.2017;19.8621
10.03.2017;19.8539
11.03.2017;19.8539
12.03.2017;19.8539
13.03.2017;19.8537
14.03.2017;19.8339
15.03.2017;19.7968
16.03.2017;19.7925
17.03.2017;19.7835
18.03.2017;19.7835
19.03.2017;19.7835
20.03.2017;19.7119
21.03.2017;19.6841
22.03.2017;19.6521
23.03.2017;19.6149
24.03.2017;19.5321
25.03.2017;19.5321
26.03.2017;19.5321
27.03.2017;19.5645
28.03.2017;19.53
29.03.2017;19.5176
30.03.2017;19.472
31.03.2017;19.4797
01.04.2017;19.4797
02.04.2017;19.4797
03.04.2017;19.4554
04.04.2017;19.4637
05.04.2017;19.4596
06.04.2017;19.4473
07.04.2017;19.4169
08.04.2017;19.4169
09.04.2017;19.4169
10.04.2017;19.3975
11.04.2017;19.3812
12.04.2017;19.375
13.04.2017;19.3623
14.04.2017;19.3274
15.04.2017;19.3274
16.04.2017;19.3274
17.04.2017;19.3274
18.04.2017;19.3055
19.04.2017;19.2846
20.04.2017;19.2822
21.04.2017;19.2831
22.04.2017;19.2831
23.04.2017;19.2831
24.04.2017;19.2831
25.04.2017;19.307
26.04.2017;19.3379
27.04.2017;19.2983
28.04.2017;19.2567
29.04.2017;19.2567
30.04.2017;19.2567
01.05.2017;19.2567
02.05.2017;19.2125
03.05.2017;19.1573
04.05.2017;19.1351
05.05.2017;19.0459
06.05.2017;19.0459
07.05.2017;19.0459
08.05.2017;19.0459
09.05.2017;19.0459
10.05.2017;18.9649
11.05.2017;18.826
12.05.2017;18.7422
13.05.2017;18.7422
14.05.2017;18.7422
15.05.2017;18.6743
16.05.2017;18.6436
17.05.2017;18.5946
18.05.2017;18.5185
19.05.2017;18.4618
20.05.2017;18.4618
21.05.2017;18.4618
22.05.2017;18.4088
23.05.2017;18.3415
24.05.2017;18.3279
25.05.2017;18.2983
26.05.2017;18.2616
27.05.2017;18.2616
28.05.2017;18.2616
29.05.2017;18.2501
30.05.2017;18.2406
31.05.2017;18.2215
01.06.2017;18.2215
02.06.2017;18.2381
03.06.2017;18.2381
04.06.2017;18.2381
05.06.2017;18.2578
06.06.2017;18.2647
07.06.2017;18.2384
08.06.2017;18.2564
09.06.2017;18.2128
10.06.2017;18.2128
11.06.2017;18.2128
12.06.2017;18.2092
13.06.2017;18.207
14.06.2017;18.1969
15.06.2017;18.2056
16.06.2017;18.2099
17.06.2017;18.2099
18.06.2017;18.2099
19.06.2017;18.2346
20.06.2017;18.2363
21.06.2017;18.2578
22.06.2017;18.2765
23.06.2017;18.2968
24.06.2017;18.2968
25.06.2017;18.2968
26.06.2017;18.3081
27.06.2017;18.3078
28.06.2017;18.2624
29.06.2017;18.2334
30.06.2017;18.1544
01.07.2017;18.1544
02.07.2017;18.1544
03.07.2017;18.1621
04.07.2017;18.147
05.07.2017;18.1434
06.07.2017;18.1364
07.07.2017;18.1568
08.07.2017;18.1568
09.07.2017;18.1568
10.07.2017;18.147
11.07.2017;18.1702
12.07.2017;18.1414
13.07.2017;18.1559
14.07.2017;18.1549
15.07.2017;18.1549
16.07.2017;18.1549
17.07.2017;18.1567
18.07.2017;18.1386
19.07.2017;18.1451
20.07.2017;18.1595
21.07.2017;18.1307
22.07.2017;18.1307
23.07.2017;18.1307
24.07.2017;18.1223
25.07.2017;18.1255
26.07.2017;18.1323
27.07.2017;18.1333
28.07.2017;18.1231
29.07.2017;18.1231
30.07.2017;18.1231
31.07.2017;18.097
01.08.2017;18.0905
02.08.2017;18.082
03.08.2017;18.015
04.08.2017;17.9948
05.08.2017;17.9948
06.08.2017;17.9948
07.08.2017;17.9572
08.08.2017;17.9516
09.08.2017;17.9007
10.08.2017;17.9279
11.08.2017;17.9145
12.08.2017;17.9145
13.08.2017;17.9145
14.08.2017;17.8856
15.08.2017;17.9079
16.08.2017;17.8672
17.08.2017;17.8557
18.08.2017;17.8435
19.08.2017;17.8435
20.08.2017;17.8435
21.08.2017;17.8591
22.08.2017;17.8649
23.08.2017;17.8746
24.08.2017;17.882
25.08.2017;17.8903
26.08.2017;17.8903
27.08.2017;17.8903
28.08.2017;17.8961
29.08.2017;17.8895
30.08.2017;17.8543
31.08.2017;17.8543
01.09.2017;17.8337
02.09.2017;17.8337
03.09.2017;17.8337
04.09.2017;17.8026
05.09.2017;17.7955
06.09.2017;17.7592
07.09.2017;17.7648
08.09.2017;17.7331
09.09.2017;17.7331
10.09.2017;17.7331
11.09.2017;17.7452
12.09.2017;17.7327
13.09.2017;17.6916
14.09.2017;17.6848
15.09.2017;17.6578
16.09.2017;17.6578
17.09.2017;17.6578
18.09.2017;17.6587
19.09.2017;17.6363
20.09.2017;17.6483
21.09.2017;17.6393
22.09.2017;17.6425
23.09.2017;17.6425
24.09.2017;17.6425
25.09.2017;17.6577
26.09.2017;17.653
27.09.2017;17.6335
28.09.2017;17.6207
29.09.2017;17.6117
30.09.2017;17.6117
01.10.2017;17.6117
02.10.2017;17.6116
03.10.2017;17.6034
04.10.2017;17.5868
05.10.2017;17.5764
06.10.2017;17.5555
07.10.2017;17.5555
08.10.2017;17.5555
09.10.2017;17.5334
10.10.2017;17.5264
11.10.2017;17.4915
12.10.2017;17.4882
13.10.2017;17.4478
14.10.2017;17.4478
15.10.2017;17.4478
16.10.2017;17.4377
17.10.2017;17.3972
18.10.2017;17.373
19.10.2017;17.3652
20.10.2017;17.3387
21.10.2017;17.3387
22.10.2017;17.3387
23.10.2017;17.3288
24.10.2017;17.3227
25.10.2017;17.3222
26.10.2017;17.3042
27.10.2017;17.3
28.10.2017;17.3
29.10.2017;17.3
30.10.2017;17.2723
31.10.2017;17.3182
01.11.2017;17.3633
02.11.2017;17.4201
03.11.2017;17.4603
04.11.2017;17.4603
05.11.2017;17.4603
06.11.2017;17.4667
07.11.2017;17.4728
08.11.2017;17.4766
09.11.2017;17.5223
10.11.2017;17.5547
11.11.2017;17.5547
12.11.2017;17.5547
13.11.2017;17.6045
14.11.2017;17.6569
15.11.2017;17.6727
16.11.2017;17.6589
17.11.2017;17.6425
18.11.2017;17.6425
19.11.2017;17.6425
20.11.2017;17.6197
21.11.2017;17.5636
22.11.2017;17.49
23.11.2017;17.4558
24.11.2017;17.4047
25.11.2017;17.4047
26.11.2017;17.4047
27.11.2017;17.3267
28.11.2017;17.2701
29.11.2017;17.2206
30.11.2017;17.1834
01.12.2017;17.1722
02.12.2017;17.1722
03.12.2017;17.1722
04.12.2017;17.1739
05.12.2017;17.1762
06.12.2017;17.1778
07.12.2017;17.1862
08.12.2017;17.225
09.12.2017;17.225
10.12.2017;17.225
11.12.2017;17.259
12.12.2017;17.294
13.12.2017;17.2774
14.12.2017;17.2471
15.12.2017;17.2229
16.12.2017;17.2229
17.12.2017;17.2229
18.12.2017;17.1572
19.12.2017;17.1203
20.12.2017;17.1256
21.12.2017;17.1387
22.12.2017;17.1804
23.12.2017;17.1804
24.12.2017;17.1804
25.12.2017;17.1804
26.12.2017;17.1862
27.12.2017;17.1655
28.12.2017;17.113
29.12.2017;17.1002
30.12.2017;17.1002
31.12.2017;17.1002
01.01.2018;17.1002
02.01.2018;17.0905
03.01.2018;17.0923
04.01.2018;17.0732
05.01.2018;17.0828
06.01.2018;17.0828
07.01.2018;17.0828
08.01.2018;17.0828
09.01.2018;17.0639
10.01.2018;17.077
11.01.2018;17.0647
12.01.2018;17.0481
13.01.2018;17.0481
14.01.2018;17.0481
15.01.2018;17.0436
16.01.2018;17.0239
17.01.2018;16.979
18.01.2018;16.9304
19.01.2018;16.9234
20.01.2018;16.9234
21.01.2018;16.9234
22.01.2018;16.8672
23.01.2018;16.8507
24.01.2018;16.8512
25.01.2018;16.8225
26.01.2018;16.8025
27.01.2018;16.8025
28.01.2018;16.8025
29.01.2018;16.7564
30.01.2018;16.7495
31.01.2018;16.7181
01.02.2018;16.7062
02.02.2018;16.6901
03.02.2018;16.6901
04.02.2018;16.6901
05.02.2018;16.6685
06.02.2018;16.6236
07.02.2018;16.617
08.02.2018;16.5935
09.02.2018;16.6129
10.02.2018;16.6129
11.02.2018;16.6129
12.02.2018;16.6393
13.02.2018;16.6844
14.02.2018;16.7299
15.02.2018;16.7618
16.02.2018;16.7678
17.02.2018;16.7678
18.02.2018;16.7678
19.02.2018;16.7133
20.02.2018;16.6902
21.02.2018;16.6347
22.02.2018;16.6523
23.02.2018;16.6691
24.02.2018;16.6691
25.02.2018;16.6691
26.02.2018;16.6967
27.02.2018;16.6996
28.02.2018;16.694
01.03.2018;16.6865
02.03.2018;16.6802
03.03.2018;16.6802
04.03.2018;16.6802
05.03.2018;16.6932
06.03.2018;16.7014
07.03.2018;16.6983
08.03.2018;16.6983
09.03.2018;16.6983
10.03.2018;16.6983
11.03.2018;16.6983
12.03.2018;16.6701
13.03.2018;16.6327
14.03.2018;16.5927
15.03.2018;16.5533
16.03.2018;16.5369
17.03.2018;16.5369
18.03.2018;16.5369
19.03.2018;16.522
20.03.2018;16.4911
21.03.2018;16.5343
22.03.2018;16.5538
23.03.2018;16.5578
24.03.2018;16.5578
25.03.2018;16.5578
26.03.2018;16.5478
27.03.2018;16.5217
28.03.2018;16.492
29.03.2018;16.4746
30.03.2018;16.4681
31.03.2018;16.4681
01.04.2018;16.4681
02.04.2018;16.4684
03.04.2018;16.4585
04.04.2018;16.4288
05.04.2018;16.3978
06.04.2018;16.4032
07.04.2018;16.4032
08.04.2018;16.4032
09.04.2018;16.4032
10.04.2018;16.3699
11.04.2018;16.3802
12.04.2018;16.3725
13.04.2018;16.3935
14.04.2018;16.3935
15.04.2018;16.3935
16.04.2018;16.3935
17.04.2018;16.4083
18.04.2018;16.4115
19.04.2018;16.4219
20.04.2018;16.4277
21.04.2018;16.4277
22.04.2018;16.4277
23.04.2018;16.4677
24.04.2018;16.4773
25.04.2018;16.4862
26.04.2018;16.5181
27.04.2018;16.5266
28.04.2018;16.5266
29.04.2018;16.5266
30.04.2018;16.5266
01.05.2018;16.5266
02.05.2018;16.5607
03.05.2018;16.5918
04.05.2018;16.6045
05.05.2018;16.6045
06.05.2018;16.6045
07.05.2018;16.6191
08.05.2018;16.6191
09.05.2018;16.6191
10.05.2018;16.6002
11.05.2018;16.5802
12.05.2018;16.5802
13.05.2018;16.5802
14.05.2018;16.5665
15.05.2018;16.5522
16.05.2018;16.5499
17.05.2018;16.5536
18.05.2018;16.6222
19.05.2018;16.6222
20.05.2018;16.6222
21.05.2018;16.6741
22.05.2018;16.705
23.05.2018;16.7372
24.05.2018;16.7833
25.05.2018;16.8184
26.05.2018;16.8184
27.05.2018;16.8184
28.05.2018;16.8534
29.05.2018;16.8771
30.05.2018;16.9061
31.05.2018;16.9538
01.06.2018;16.9538
02.06.2018;16.9538
03.06.2018;16.9538
04.06.2018;16.9776
05.06.2018;16.9703
06.06.2018;16.9129
07.06.2018;16.8853
08.06.2018;16.8204
09.06.2018;16.8204
10.06.2018;16.8204
11.06.2018;16.8167
12.06.2018;16.7752
13.06.2018;16.7668
14.06.2018;16.744
15.06.2018;16.7512
16.06.2018;16.7512
17.06.2018;16.7512
18.06.2018;16.7682
19.06.2018;16.8289
20.06.2018;16.8437
21.06.2018;16.8824
22.06.2018;16.9232
23.06.2018;16.9232
24.06.2018;16.9232
25.06.2018;16.9368
26.06.2018;16.9476
27.06.2018;16.9073
28.06.2018;16.8678
29.06.2018;16.843
30.06.2018;16.843
01.07.2018;16.843
02.07.2018;16.8526
03.07.2018;16.8345
04.07.2018;16.8055
05.07.2018;16.7927
06.07.2018;16.7707
07.07.2018;16.7707
08.07.2018;16.7707
09.07.2018;16.7359
10.07.2018;16.7176
11.07.2018;16.6783
12.07.2018;16.6794
13.07.2018;16.6633
14.07.2018;16.6633
15.07.2018;16.6633
16.07.2018;16.6852
17.07.2018;16.7008
18.07.2018;16.6822
19.07.2018;16.6707
20.07.2018;16.6631
21.07.2018;16.6631
22.07.2018;16.6631
23.07.2018;16.6856
24.07.2018;16.6807
25.07.2018;16.644
26.07.2018;16.647
27.07.2018;16.603
28.07.2018;16.603
29.07.2018;16.603
30.07.2018;16.5993
31.07.2018;16.5792
01.08.2018;16.5673
02.08.2018;16.5494
03.08.2018;16.523
04.08.2018;16.523
05.08.2018;16.523
06.08.2018;16.5239
07.08.2018;16.5065
08.08.2018;16.5077
09.08.2018;16.4687
10.08.2018;16.484
11.08.2018;16.484
12.08.2018;16.484
13.08.2018;16.4898
14.08.2018;16.5159
15.08.2018;16.5932
16.08.2018;16.6137
17.08.2018;16.6386
18.08.2018;16.6386
19.08.2018;16.6386
20.08.2018;16.6839
21.08.2018;16.7434
22.08.2018;16.7537
23.08.2018;16.7204
24.08.2018;16.7099
25.08.2018;16.7099
26.08.2018;16.7099
27.08.2018;16.7099
28.08.2018;16.7099
29.08.2018;16.7099
30.08.2018;16.7099
31.08.2018;16.7099
01.09.2018;16.7099
02.09.2018;16.7099
03.09.2018;16.6924
04.09.2018;16.6859
05.09.2018;16.6818
06.09.2018;16.6866
07.09.2018;16.7254
08.09.2018;16.7254
09.09.2018;16.7254
10.09.2018;16.741
11.09.2018;16.7635
12.09.2018;16.7536
13.09.2018;16.7779
14.09.2018;16.7898
15.09.2018;16.7898
16.09.2018;16.7898
17.09.2018;16.7998
18.09.2018;16.7746
19.09.2018;16.7892
20.09.2018;16.7901
21.09.2018;16.8093
22.09.2018;16.8093
23.09.2018;16.8093
24.09.2018;16.8255
25.09.2018;16.8369
26.09.2018;16.8264
27.09.2018;16.8533
28.09.2018;16.8637
29.09.2018;16.8637
30.09.2018;16.8637
01.10.2018;16.8941
02.10.2018;16.8946
03.10.2018;16.8845
04.10.2018;16.9122
05.10.2018;16.9182
06.10.2018;16.9182
07.10.2018;16.9182
08.10.2018;16.9569
09.10.2018;16.9605
10.10.2018;16.9863
11.10.2018;16.9987
12.10.2018;17.0055
13.10.2018;17.0055
14.10.2018;17.0055
15.10.2018;16.9994
16.10.2018;16.9892
17.10.2018;16.9686
18.10.2018;16.9747
19.10.2018;16.9702
20.10.2018;16.9702
21.10.2018;16.9702
22.10.2018;16.9867
23.10.2018;17.025
24.10.2018;17.0468
25.10.2018;17.0773
26.10.2018;17.1344
27.10.2018;17.1344
28.10.2018;17.1344
29.10.2018;17.1488
30.10.2018;17.1327
31.10.2018;17.1326
01.11.2018;17.1264
02.11.2018;17.1315
03.11.2018;17.1315
04.11.2018;17.1315
05.11.2018;17.1341
06.11.2018;17.1165
07.11.2018;17.1001
08.11.2018;17.0782
09.11.2018;17.0337
10.11.2018;17.0337
11.11.2018;17.0337
12.11.2018;17.0194
13.11.2018;17.0014
14.11.2018;17.0297
15.11.2018;17.0571
16.11.2018;17.0729
17.11.2018;17.0729
18.11.2018;17.0729
19.11.2018;17.1083
20.11.2018;17.1223
21.11.2018;17.1194
22.11.2018;17.1356
23.11.2018;17.1539
24.11.2018;17.1539
25.11.2018;17.1539
26.11.2018;17.1776
27.11.2018;17.1946
28.11.2018;17.214
29.11.2018;17.2394
30.11.2018;17.2336
01.12.2018;17.2336
02.12.2018;17.2336
03.12.2018;17.1902
04.12.2018;17.1503
05.12.2018;17.1175
06.12.2018;17.1237
07.12.2018;17.1883
08.12.2018;17.1883
09.12.2018;17.1883
10.12.2018;17.1989
11.12.2018;17.2186
12.12.2018;17.2236
13.12.2018;17.241
14.12.2018;17.2668
15.12.2018;17.2668
16.12.2018;17.2668
17.12.2018;17.2769
18.12.2018;17.2981
19.12.2018;17.3067
20.12.2018;17.3164
21.12.2018;17.297
22.12.2018;17.297
23.12.2018;17.297
24.12.2018;17.297
25.12.2018;17.297
26.12.2018;17.262
27.12.2018;17.2049
28.12.2018;17.1427
29.12.2018;17.1427
30.12.2018;17.1427
31.12.2018;17.1427
01.01.2019;17.1427
02.01.2019;17.1114
03.01.2019;17.1123
04.01.2019;17.213
05.01.2019;17.213
06.01.2019;17.213
07.01.2019;17.213
08.01.2019;17.213
09.01.2019;17.2091
10.01.2019;17.1811
11.01.2019;17.137
12.01.2019;17.137
13.01.2019;17.137
14.01.2019;17.1171
15.01.2019;17.1278
16.01.2019;17.1423
17.01.2019;17.1674
18.01.2019;17.1569
19.01.2019;17.1569
20.01.2019;17.1569
21.01.2019;17.1418
22.01.2019;17.1381
23.01.2019;17.12
24.01.2019;17.1252
25.01.2019;17.115
26.01.2019;17.115
27.01.2019;17.115
28.01.2019;17.1162
29.01.2019;17.1077
30.01.2019;17.1
31.01.2019;17.0999
01.02.2019;17.0851
02.02.2019;17.0851
03.02.2019;17.0851
04.02.2019;17.0674
05.02.2019;17.0708
06.02.2019;17.0783
07.02.2019;17.0931
08.02.2019;17.1018
09.02.2019;17.1018
10.02.2019;17.1018
11.02.2019;17.11
12.02.2019;17.1158
13.02.2019;17.1244
14.02.2019;17.1315
15.02.2019;17.1322
16.02.2019;17.1322
17.02.2019;17.1322
18.02.2019;17.134
19.02.2019;17.1244
20.02.2019;17.1288
21.02.2019;17.1238
22.02.2019;17.1324
23.02.2019;17.1324
24.02.2019;17.1324
25.02.2019;17.131
26.02.2019;17.1457
27.02.2019;17.1477
28.02.2019;17.1563
01.03.2019;17.166
02.03.2019;17.166
03.03.2019;17.166
04.03.2019;17.151
05.03.2019;17.126
06.03.2019;17.1038
07.03.2019;17.0876
08.03.2019;17.0876
09.03.2019;17.0876
10.03.2019;17.0876
11.03.2019;17.0781
12.03.2019;17.0764
13.03.2019;17.0929
14.03.2019;17.1071
15.03.2019;17.1653
16.03.2019;17.1653
17.03.2019;17.1653
18.03.2019;17.1904
19.03.2019;17.214
20.03.2019;17.2246
21.03.2019;17.2507
22.03.2019;17.2491
23.03.2019;17.2491
24.03.2019;17.2491
25.03.2019;17.2634
26.03.2019;17.2703
27.03.2019;17.3021
28.03.2019;17.29
29.03.2019;17.3104
30.03.2019;17.3104
31.03.2019;17.3104
01.04.2019;17.3527
02.04.2019;17.3583
03.04.2019;17.3968
04.04.2019;17.3984
05.04.2019;17.4244
06.04.2019;17.4244
07.04.2019;17.4244
08.04.2019;17.4342
09.04.2019;17.4454
10.04.2019;17.4693
11.04.2019;17.544
12.04.2019;17.6024
13.04.2019;17.6024
14.04.2019;17.6024
15.04.2019;17.6477
16.04.2019;17.7699
17.04.2019;17.8317
18.04.2019;17.8792
19.04.2019;17.9087
20.04.2019;17.9087
21.04.2019;17.9087
